As of Date,Facility Name,County,"Population (Incarcerated population, current)","Population (Incarcerated population, 7-day diff)","Tests (Incarcerated population, cumulative)","Tests (Incarcerated population, 7-day diff)","Pending Tests (Incarcerated population, current)","Percent of Population Tested (Incarcerated population, 7-day period)","Confirmed Cases (Incarcerated population, cumulative)","Active Cases (Incarcerated population, current)","Hospitalizations (Incarcerated population, cumulative)","Red Patients (Incarcerated population, current)","Dark Red Patients (Incarcerated population, current)","Orange Patients (Incarcerated population, current)",Percent of Orange Patients in Population (Incarcerated population),"Resolved Cases (Incarcerated population, cumulative)","Cases Released while Active (Incarcerated population, cumulative)","Cases Released after Resolved (Incarcerated population, cumulative)","Resolved Cases in Custody (Incarcerated population, current)","Deaths (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, current)","Offered Vaccine (Incarcerated population, current)","
Percent of Population Fully Vaccinated (Incarcerated population)","Quarantined Cases (Incarcerated population, current)","Isolated Cases (Incarcerated population, current)","Bookings (Incarcerated population, cumulative)","Bookings (Incarcerated population, 1-day diff)","Released Cases (Incarcerated population, cumulative)","Test Refusals (Incarcerated population, 7-day diff)","Tests Administered in Custody (Incarcerated population, 7-day diff)","Test Refusals in Custody (Incarcerated population, 7-day diff)","Tests Administered at Intake (Incarcerated population, 7-day diff)","Test Refusals at Intake (Incarcerated population, 7-day diff)","Cases Confirmed in Custody (Incarcerated population, 7-day diff)","Cases Confirmed at Intake (Incarcerated population, 7-day diff)","Confirmed Cases (Incarcerated population, 7-day diff)"
5/26/20,SF County Jails,San Francisco County,,,,,,,9,4,,,,,,,,,1,,,,,,,,,,4,,,,,,,,
5/28/20,SF County Jails,San Francisco County,,,,,,,9,3,,,,,,,,,1,,,,,,,,,,5,,,,,,,,
5/29/20,SF County Jails,San Francisco County,,,,,,,9,2,,,,,,,,,1,,,,,,,,,,6,,,,,,,,
5/30/20,SF County Jails,San Francisco County,,,,,,,10,3,,,,,,,,,1,,,,,,,,,,6,,,,,,,,
5/31/20,SF County Jails,San Francisco County,,,,,,,10,2,,,,,,,,,1,,,,,,,,,,7,,,,,,,,
6/1/20,SF County Jails,San Francisco County,,,,,,,11,2,,,,,,,,,1,,,,,,,,,,8,,,,,,,,
6/7/20,SF County Jails,San Francisco County,,,,,,,12,2,,,,,,,,,1,,,,,,,,,,9,,,,,,,,
6/8/20,SF County Jails,San Francisco County,,,,,,,12,0,,,,,,,,,1,,,,,,,,,,11,,,,,,,,
6/18/20,SF County Jails,San Francisco County,,,,,,,13,1,,,,,,,,,1,,,,,,,,,,11,,,,,,,,
6/19/20,SF County Jails,San Francisco County,,,,,,,15,3,,,,,,,,,1,,,,,,,,,,11,,,,,,,,
6/20/20,SF County Jails,San Francisco County,,,,,,,16,3,,,,,,,,,1,,,,,,,,,,12,,,,,,,,
6/24/20,SF County Jails,San Francisco County,,,,,,,17,3,,,,,,,,,1,,,,,,,,,,13,,,,,,,,
6/25/20,SF County Jails,San Francisco County,,,,,,,18,3,,,,,,,,,2,,,,,,,,,,13,,,,,,,,
6/29/20,SF County Jails,San Francisco County,,,,,,,21,4,,,,,,,,,3,,,,,,,,,,14,,,,,,,,
6/30/20,SF County Jails,San Francisco County,,,,,,,21,3,,,,,,,,,3,,,,,,,,,,15,,,,,,,,
7/1/20,SF County Jails,San Francisco County,,,,,,,21,3,,,,,,,,,3,,,,,,,,,,15,,,,,,,,
7/2/20,SF County Jails,San Francisco County,,,,,,,21,3,,,,,,,,,3,,,,,,,,,,15,,,,,,,,
7/6/20,SF County Jails,San Francisco County,808,,,,,,22,4,,,,,,,,,3,,,,,,,,,,15,,,,,,,,
7/7/20,SF County Jails,San Francisco County,,,,,,,22,4,,,,,,,,,3,,,,,,,,,,15,,,,,,,,
7/8/20,SF County Jails,San Francisco County,,,,,,,22,4,,,,,,,,,3,,,,,,,,,,15,,,,,,,,
7/9/20,SF County Jails,San Francisco County,,,,,,,22,4,,,,,,,,,,,,,,,,,,,18,,,,,,,,
7/10/20,SF County Jails,San Francisco County,,,,,,,22,4,,,,,,,,,3,,,,,,,,,,15,,,,,,,,
7/13/20,SF County Jails,San Francisco County,,,,,,,22,2,,,,,,,,,4,,,,,,,,,,16,,,,,,,,
7/14/20,SF County Jails,San Francisco County,,,,,,,22,1,,,,,,,,,5,,,,,,,,,,16,,,,,,,,
7/15/20,SF County Jails,San Francisco County,,,,,,,22,0,,,,,,,,,7,,,,,,,,,,15,,,,,,,,
7/16/20,SF County Jails,San Francisco County,,,,,,,23,0,,,,,,,,,7,,,,,,,,,,16,,,,,,,,
7/17/20,SF County Jails,San Francisco County,,,,,,,23,0,,,,,,,,,7,,,,,,,,,,16,,,,,,,,
7/20/20,SF County Jails,San Francisco County,,,,,,,24,1,,,,,,,,,7,,,,,,,,,,16,,,,,,,,
7/21/20,SF County Jails,San Francisco County,,,,,,,24,1,,,,,,,,,7,,,,,,,,,,16,,,,,,,,
7/22/20,SF County Jails,San Francisco County,,,,,,,24,1,,,,,,,,,7,,,,,,,,,,16,,,,,,,,
7/23/20,SF County Jails,San Francisco County,,,,,,,26,2,,,,,,,,,7,,,,,,,,,,17,,,,,,,,
7/24/20,SF County Jails,San Francisco County,,,,,,,26,2,,,,,,,,,7,,,,,,,,,,17,,,,,,,,
7/27/20,SF County Jails,San Francisco County,,,,,,,28,3,,,,,,,,,9,,,,,,,,,,16,,,,,,,,
7/28/20,SF County Jails,San Francisco County,,,,,,,28,3,,,,,,,,,9,,,,,,,,,,16,,,,,,,,
7/29/20,SF County Jails,San Francisco County,,,,,,,29,4,,,,,,,,,9,,,,,,,,,,16,,,,,,,,
7/30/20,SF County Jails,San Francisco County,,,,,,,29,4,,,,,,,,,9,,,,,,,,,,16,,,,,,,,
7/31/20,SF County Jails,San Francisco County,,,,,,,29,2,,,,,,,,,9,,,,,,,,,,18,,,,,,,,
8/4/20,SF County Jails,San Francisco County,,,,,,,32,3,,,,,,,,,10,,,,,,,,,,19,,,,,,,,
8/5/20,SF County Jails,San Francisco County,,,,,,,32,3,,,,,,,,,10,,,,,,,,,,19,,,,,,,,
8/6/20,SF County Jails,San Francisco County,,,,,,,33,3,,,,,,,,,10,,,,,,,,,,20,,,,,,,,
8/7/20,SF County Jails,San Francisco County,,,,,,,34,3,,,,,,,,,10,,,,,,,,,,21,,,,,,,,
8/10/20,SF County Jails,San Francisco County,,,,,,,36,1,,,,,,,,,6,,,,,,,,,,29,,,,,,,,
8/11/20,SF County Jails,San Francisco County,,,,,,,36,1,,,,,,,,,6,,,,,,,,,,29,,,,,,,,
8/12/20,SF County Jails,San Francisco County,,,,,,,37,2,,,,,,,,,6,,,,,,,,,,29,,,,,,,,
8/13/20,SF County Jails,San Francisco County,,,,,,,39,2,,,,,,,,,7,,,,,,,,,,30,,,,,,,,
8/14/20,SF County Jails,San Francisco County,742,,2722,,,,40,3,,,,,,,,,7,,,,,,,,,,30,,,,,,,,
8/17/20,SF County Jails,San Francisco County,,,,,,,40,2,,,,,,,,,7,,,,,,,,,,31,,,,,,,,
8/18/20,SF County Jails,San Francisco County,,,,,,,41,3,,,,,,,,,7,,,,,,,,,,31,,,,,,,,
8/20/20,SF County Jails,San Francisco County,,,,,,,42,2,,,,,,,,,8,,,,,,,,,,32,,,,,,,,
8/21/20,SF County Jails,San Francisco County,,,,,,,44,2,,,,,,,,,8,,,,,,,,,,34,,,,,,,,
8/24/20,SF County Jails,San Francisco County,,,,,,,45,3,,,,,,,,,7,,,,,,,,,,35,,,,,,,,
8/26/20,SF County Jails,San Francisco County,,,,,,,46,2,,,,,,,,,7,,,,,,,,,,37,,,,,,,,
9/8/20,SF County Jails,San Francisco County,,,,,,,51,4,,,,,,,,,6,,,,,,,,,,41,,,,,,,,
9/9/20,SF County Jails,San Francisco County,,,,,,,53,4,,,,,,,,,6,,,,,,,,,,43,,,,,,,,
9/10/20,SF County Jails,San Francisco County,,,,,,,53,3,,,,,,,,,6,,,,,,,,,,44,,,,,,,,
9/11/20,SF County Jails,San Francisco County,,,,,,,53,3,,,,,,,,,6,,,,,,,,,,44,,,,,,,,
9/14/20,SF County Jails,San Francisco County,785,,,,,,53,2,,,,,,,,,6,,,,,,,,,,45,,,,,,,,
9/15/20,SF County Jails,San Francisco County,,,,,,,53,4,,,,,,,,,6,,,,,,,,,,43,,,,,,,,
9/16/20,SF County Jails,San Francisco County,,,,,,,57,3,,,,,,,,,6,,,,,,,,,,48,,,,,,,,
9/17/20,SF County Jails,San Francisco County,,,,,,,60,4,,,,,,,,,5,,,,,,,,,,51,,,,,,,,
9/18/20,SF County Jails,San Francisco County, ,, ,,,, , ,,,,,,,,, ,,,,,, , , ,,,,,,,,,,
9/21/20,SF County Jails,San Francisco County, ,-785, ,,,, , ,,,,,,,,, ,,,,,, , , ,,,,,,,,,,
9/22/20,SF County Jails,San Francisco County,782,,,,,,60,2,,,,,,,,,5,,,,,,,,,,53,,,,,,,,
9/23/20,SF County Jails,San Francisco County,781,,,,,,61,2,,,,,,,,,5,,,,,,,,,,54,,,,,,,,
9/25/20,SF County Jails,San Francisco County,755,755,,,,,61,2,,,,,,,,,5,,,,,,,,,,54,,,,,,,,
9/28/20,SF County Jails,San Francisco County,785,785,,,,,62,3,,,,,,,,,5,,,,,,,,,,54,,,,,,,,
9/29/20,SF County Jails,San Francisco County,785,3,,,,,63,3,,,,,,,,,6,,,,,,,,,,54,,,,,,,,
9/30/20,SF County Jails,San Francisco County,784,3,,,,,65,5,,,,,,,,,6,,,,,,,,,,54,,,,,,,,
10/5/20,SF County Jails,San Francisco County,782,-3,,,,,66,3,,,,,,,,,7,,,,,,,,,,56,,,,,,,,
10/6/20,SF County Jails,San Francisco County,794,9,,,,,67,4,,,,,,,,,7,,,,,,,,,,56,,,,,,,,
10/13/20,SF County Jails,San Francisco County,822,28,,,,,68,2,,,,,,,,,9,,,,,,,,,,57,,,,,,,,
10/14/20,SF County Jails,San Francisco County,835,,,,,,68,2,,,,,,,,,9,,,,,,,,,,57,,,,,,,,
10/19/20,SF County Jails,San Francisco County,798,,,,,,68,2,,,,,,,,,9,,,,,,,,,,57,,,,,,,,
10/26/20,SF County Jails,San Francisco County,791,-7,3731,,,,69,0,,,,,,,,,8,,,,,,184,4,5838,,61,,,,,,,,
10/27/20,SF County Jails,San Francisco County,802,,3731,,,,69,0,,,,,,,,,7,,,,,,184,4,5861,23,62,,,,,,,,
10/28/20,SF County Jails,San Francisco County,773,,3731,,,,69,0,,,,,,,,,7,,,,,,184,4,5893,32,62,,,,,,,,
10/30/20,SF County Jails,San Francisco County,771,,3731,,,,69,0,,,,,,,,,6,,,,,,177,17,5966,73,63,,,,,,,,
11/1/20,SF County Jails,San Francisco County,767,,3731,,,,69,0,,,,,,,,,6,,,,,,177,17,5966,0,63,,,,,,,,
11/4/20,SF County Jails,San Francisco County,779,6,6466,2735,,351.09 ,70,1,,,,,,,,,6,,,,,,177,17,6085,119,63,,,,,,,,
11/6/20,SF County Jails,San Francisco County,753,-18,6466,2735,,363.21 ,70,1,,,,,,,,,6,,,,,,155,19,6136,51,63,,,,,,,,
11/7/20,SF County Jails,San Francisco County, ,, ,,,, , ,,,,,,,,, ,,,,,, , , ,,,,,,,,,,
11/9/20,SF County Jails,San Francisco County,807,,6824,,,,71,2,,,,,,,,,6,,,,,,155,19,6243,,63,,,,,,,,
11/10/20,SF County Jails,San Francisco County,809,,6824,,,,71,2,,,,,,,,,6,,,,,,155,19,6270,27,63,,,,,,,,
11/12/20,SF County Jails,San Francisco County,784,,6824,,,,72,3,,,,,,,,,6,,,,,,212,24,6334,64,63,,,,,,,,
11/13/20,SF County Jails,San Francisco County,812,59,6824,358,,44.09 ,73,4,,,,,,,,,6,,,,,,212,24,6381,47,63,,,,,,,,
11/16/20,SF County Jails,San Francisco County,787,-20,6824,,,,76,6,,,,,,,,,6,,,,,,212,24,6455,74,64,,,,,,,,
11/18/20,SF County Jails,San Francisco County, ,,7208,,,,75,4,,,,,,,,,8,,,,,,212,24,6514,59,63,,,,,,,,
11/19/20,SF County Jails,San Francisco County,773,-11,7208,384,,49.68 ,75,3,,,,,,,,,9,,,,,,143,96,6547,33,63,,,,,,,,
11/20/20,SF County Jails,San Francisco County, ,-812,7208,384,,,75,3,,,,,,,,,9,,,,,,143,96,6571,24,63,,,,,,,,
11/30/20,SF County Jails,San Francisco County,775,,7530,,,,75,0,,,,,,,,,8,,,,,,143,96,6853,282,67,,,,,,,,
12/1/20,SF County Jails,San Francisco County,790,,7530,,,,76,1,,,,,,,,,8,,,,,,143,96,6869,16,67,,,,,,,,
12/2/20,SF County Jails,San Francisco County,775,,7530,,,,76,1,,,,,,,,,8,,,,,,143,96,6906,37,67,,,,,,,,
12/3/20,SF County Jails,San Francisco County,773,,7827,,,,78,3,,,,,,,,,8,,,,,,173,23,6944,38,67,,,,,,,,
12/4/20,SF County Jails,San Francisco County,772,,7827,,,,78,3,,,,,,,,,8,,,,,,173,23,6971,27,67,,,,,,,,
12/7/20,SF County Jails,San Francisco County,774,-1,8177,647,,83.59 ,80,5,,,,,,,,,7,,,,,,173,23,7038,67,68,,,,,,,,
12/9/20,SF County Jails,San Francisco County,781,6,8177,647,,82.84 ,82,3,,,,,,,,,6,,,,,,173,23,7103,65,73,,,,,,,,
12/12/20,SF County Jails,San Francisco County, ,, ,,,, , ,,,,,,,,, ,,,,,, , , ,,,,,,,,,,
12/14/20,SF County Jails,San Francisco County,762,-12,8597,420,,55.12 ,84,3,,,,,,,,,7,,,,,,167,37,7269,,74,,,,,,,,
12/15/20,SF County Jails,San Francisco County,779,,8597,,,,84,3,,,,,,,,,7,,,,,,167,37,7259,-10,74,,,,,,,,
12/16/20,SF County Jails,San Francisco County,767,-14,8597,420,,54.76 ,84,2,,,,,,,,,7,,,,,,167,37,7306,47,75,,,,,,,,
12/17/20,SF County Jails,San Francisco County,765,,8597,,,,85,3,,,,,,,,,6,,,,,,178,25,7366,60,76,,,,,,,,
12/21/20,SF County Jails,San Francisco County,782,20,8597,,,,85,0,,,,,,,,,8,,,,,,178,25,7489,123,77,,,,,,,,
12/22/20,SF County Jails,San Francisco County,779,0,8911,314,,40.31 ,85,0,,,,,,,,,6,,,,,,178,25,7520,31,79,,,,,,,,
12/28/20,SF County Jails,San Francisco County,772,-10,9343,746,,96.63 ,92,7,,,,,,,,,6,,,,,,181,9,7677,157,79,,,,,,,,
12/31/20,SF County Jails,San Francisco County,729,,9343,,,,95,6,,,,,,,,,5,,,,,,146,63,7753,76,84,,,,,,,,
1/1/21,SF County Jails,San Francisco County, ,, ,,,, , ,,,,,,,,, ,,,,,, , , , ,,,,,,,,,
1/4/21,SF County Jails,San Francisco County,781,9,9343,,,,99,9,,,,,,,,,7,,,,,,146,63,7882,129,83,,,,,,,,
1/6/21,SF County Jails,San Francisco County,764,,9694,,,,100,8,,,,,,,,,7,,,,,,146,63,7946,64,85,,,,,,,,
1/7/21,SF County Jails,San Francisco County,,,,,,,101,6,,,,,,,,,9,,,,,,,,7984,38,86,,,,,,,,
1/8/21,SF County Jails,San Francisco County,758,758,,,,,102,7,,,,,,,,,9,,,,,,,,8016,32,86,,,,,,,,
1/12/21,SF County Jails,San Francisco County,779,,10156,,,,103,4,,,,,,,,,10,,,,,,178,53,8118,102,89,,,,,,,,
1/14/21,SF County Jails,San Francisco County,772,,,,,,107,6,,,,,,,,,12,,,,,,190,47,8174,56,89,,,,,,,,
1/15/21,SF County Jails,San Francisco County,773,15,,,,,108,7,,,,,,,,,12,,,,,,,,8210,36,89,,,,,,,,
1/19/21,SF County Jails,San Francisco County,832,53,,,,,110,4,,,,,,,,,15,,,,,,,,8339,129,91,,,,,,,,
1/20/21,SF County Jails,San Francisco County,,,,,,,112,5,,,,,,,,,15,,,,,,,,8366,27,92,,,,,,,,
1/21/21,SF County Jails,San Francisco County,819,47,10613,,,,112,3,,,,,,,,,12,,,,,,215,38,8402,36,97,,,,,,,,
1/23/21,SF County Jails,San Francisco County,,,10983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/21,SF County Jails,San Francisco County,805,,,,,,114,4,,,,,,,,,15,,,,,,,,8506,104,95,,,,,,,,
1/27/21,SF County Jails,San Francisco County,779,,,,,,115,5,,,,,,,,,13,,,,,,,,8555,49,97,,,,,,,,
1/28/21,SF County Jails,San Francisco County,773,-46,,,,,116,4,,,,,,,,,14,,,,,,185,75,8580,25,98,,,,,,,,
1/29/21,SF County Jails,San Francisco County,768,,,,,,116,2,,,,,,,,,15,,,,,,,,8610,30,99,,,,,,,,
1/30/21,SF County Jails,San Francisco County,768,,11375,392,,51.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/21,SF County Jails,San Francisco County,806,1,,,,,119,3,,,,,,,,,17,,,,,,,,8712,102,99,,,,,,,,
2/2/21,SF County Jails,San Francisco County,810,,,,,,119,3,,,,,,,,,16,,,,,,,,8735,23,100,,,,,,,,
2/3/21,SF County Jails,San Francisco County,792,13,,,,,121,4,,,,,,,,,13,,,,,,,,8770,35,104,,,,,,,,
2/4/21,SF County Jails,San Francisco County,785,12,,,,,121,4,,,,,,,,,12,,,,,,189,78,8801,31,105,,,,,,,,
2/6/21,SF County Jails,San Francisco County,785,17,11911,536,,68.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/21,SF County Jails,San Francisco County,797,-9,,,,,124,5,,,,,,,,,14,,,,,,,,8937,136,105,,,,,,,,
2/9/21,SF County Jails,San Francisco County,793,-17,,,,,125,5,,,,,,,,,13,,,,,,,,8957,20,107,,,,,,,,
2/10/21,SF County Jails,San Francisco County,786,-6,,,,,127,6,,,,,,,,,13,,,,,,,,8982,25,108,,,,,,,,
2/11/21,SF County Jails,San Francisco County,780,-5,,,,,,,,,,,,,,,,,,,,,168,53,,,,,,,,,,,
2/16/21,SF County Jails,San Francisco County,864,71,,,,,131,5,,,,,,,,,14,,,,,,,,9172,190,112,,,,,,,,
2/17/21,SF County Jails,San Francisco County,845,59,,,,,131,5,,,,,,,,,14,,,,,,,,9200,28,112,,,,,,,,
2/18/21,SF County Jails,San Francisco County,837,57,,,,,131,4,,,,,,,,,12,,,,,,133,124,9241,41,115,,,,,,,,
2/19/21,SF County Jails,San Francisco County,828,,,,,,,,,,,,,,,,,,,,,,,,9277,36,,,,,,,,,
2/20/21,SF County Jails,San Francisco County,828,,12776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/21,SF County Jails,San Francisco County,840,,,,,,131,2,,,,,,,,,13,,,,,,,,9354,77,116,,,,,,,,
2/23/21,SF County Jails,San Francisco County,833,-31,,,,,,2,,,,,,,,,13,,,,,,,,9384,30,,,,,,,,,
2/24/21,SF County Jails,San Francisco County,824,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/21,SF County Jails,San Francisco County,816,-21,,,,,131,0,,,,,,,,,15,,,,,,205,26,9438,54,116,,,,,,,,
2/26/21,SF County Jails,San Francisco County,804,-24,,,,,131,0,,,,,,,,,15,,,,,,,,9460,22,116,,,,,,,,
2/27/21,SF County Jails,San Francisco County,,,13179,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/21,SF County Jails,San Francisco County,846,6,,,,,132,1,,,,,,,,,15,,,,,,,,9567,107,116,,,,,,,,
3/2/21,SF County Jails,San Francisco County,824,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/21,SF County Jails,San Francisco County,775,-49,,,,,132,1,,,,,,,,,14,,,,,,,,9515,,117,,,,,,,,
3/4/21,SF County Jails,San Francisco County,767,-49,,,,,132,,,,,,,,,,,,,,,,200,15,9639,72,132,,,,,,,,
3/5/21,SF County Jails,San Francisco County,761,-43,,,,,133,0,,,,,,,,,14,,,,,,,,9670,31,119,,,,,,,,
3/7/21,SF County Jails,San Francisco County,,,,,,,133,0,,,,,,,,,14,,,,,,,,,,119,,,,,,,,
3/8/21,SF County Jails,San Francisco County,804,-42,,,,,,,,,,,,,,,,,,,,,,,9758,88,,,,,,,,,
3/9/21,SF County Jails,San Francisco County,782,-42,13589,,,,134,1,,,,,,,,,14,,,,,,,,9784,26,119,,,,,,,,
3/10/21,SF County Jails,San Francisco County,759,-16,,,,,134,1,,,,,,,,,13,,,,,,,,9793,9,120,,,,,,,,
3/11/21,SF County Jails,San Francisco County,753,-14,,,,,134,1,,,,,,,,,13,,,,,,177,23,9815,22,120,,,,,,,,
3/12/21,SF County Jails,San Francisco County,757,-4,,,,,134,1,,,,,,,,,13,,,,,,,,9847,32,120,,,,,,,,
3/15/21,SF County Jails,San Francisco County,797,-7,,,,,134,1,,,,,,,,,12,,,,,,,,9945,98,121,,,,,,,,
3/16/21,SF County Jails,San Francisco County,783,1,,,,,135,1,,,,,,,,,12,,,,,,,,9975,30,122,,,,,,,,
3/17/21,SF County Jails,San Francisco County,770,11,,,,,135,1,,,,,,,,,12,,,,,,,,9992,17,122,,,,,,,,
3/18/21,SF County Jails,San Francisco County,769,16,,,,,136,0,,,,,,,,,12,,,,,,196,26,10030,38,124,,,,,,,,
3/19/21,SF County Jails,San Francisco County,756,-1,,,,,136,0,,,,,,,,,12,,,,,,,,10062,32,124,,,,,,,,
3/22/21,SF County Jails,San Francisco County,780,-17,,,,,136,0,,,,,,,,,12,,,,,,,,10136,74,124,,,,,,,,
3/23/21,SF County Jails,San Francisco County,783,0,,,,,136,0,,,,,,,,,12,,,,,,,,10156,20,124,,,,,,,,
3/24/21,SF County Jails,San Francisco County,769,-1,14313,,,,136,0,,,,,,,,,12,,,,,,,,10183,27,124,,,,,,,,
3/25/21,SF County Jails,San Francisco County,768,-1,,,,,136,0,,,,,,,,,12,,,,,,184,20,10209,26,124,,,,,,,,
3/26/21,SF County Jails,San Francisco County,765,9,,,,,136,0,,,,,,,,,12,,,,,,,,10238,29,124,,,,,,,,
3/29/21,SF County Jails,San Francisco County,805,25,,,,,136,0,,,,,,,,,11,,,,,,,,10330,92,125,,,,,,,,
3/30/21,SF County Jails,San Francisco County,801,18,,,,,137,1,,,,,,,,,10,,,,,,,,10351,21,126,,,,,,,,
3/31/21,SF County Jails,San Francisco County,792,23,,,,,137,1,,,,,,,,,10,,,,,,,,10380,29,126,,,,,,,,
4/1/21,SF County Jails,San Francisco County,803,35,14680,,,,138,2,,,,,,,,,10,,,,,,217,22,,,126,,,,,,,,
4/2/21,SF County Jails,San Francisco County,774,9,,,,,138,2,,,,,,,,,10,,,,,,,,10432,52,126,,,,,,,,
4/5/21,SF County Jails,San Francisco County,790,-15,,,,,138,1,,,,,,,,,9,,,,,,,,10518,86,128,,,,,,,,
4/6/21,SF County Jails,San Francisco County,780,-21,,,,,138,,,,,,,,,,,,,,,,,,10540,22,138,,,,,,,,
4/7/21,SF County Jails,San Francisco County,768,-24,,,,,138,1,,,,,,,,,9,,,,,,,,10556,16,128,,,,,,,,
4/8/21,SF County Jails,San Francisco County,769,-34,15018,338,,43.95 ,138,1,,,,,,,,,9,,,,,,187,22,10597,41,128,,,,,,,,
4/9/21,SF County Jails,San Francisco County,778,4,,,,,,,,,,,,,,,,,,,,,,,10597,0,,,,,,,,,
4/12/21,SF County Jails,San Francisco County,814,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/21,SF County Jails,San Francisco County,809,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/21,SF County Jails,San Francisco County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/21,SF County Jails,San Francisco County,769,0,15364,346,,44.99 ,141,2,,,,,,,,,10,,,,,,173,26,10797,200,129,,,,,,,,
4/16/21,SF County Jails,San Francisco County,757,-21,,,,,142,2,,,,,,,,,10,,,,,,,,10822,25,130,,,,,,,,
4/19/21,SF County Jails,San Francisco County,788,-26,15739,,,,142,2,,,,,,,,,10,,,,,,,,10894,72,130,,,,,,,,
4/20/21,SF County Jails,San Francisco County,788,-21,,,,,142,2,,,,,,,,,10,,,,,,,,10916,22,130,,,,,,,,
4/21/21,SF County Jails,San Francisco County,777,,,,,,142,0,,,,,,,,,11,,,,,,,,10943,27,131,,,,,,,,
4/22/21,SF County Jails,San Francisco County,769,0,,,,,142,0,,,,,,,,,11,,,,,,179,22,10970,27,131,,,,,,,,
4/26/21,SF County Jails,San Francisco County,776,-12,,,,,142,0,,,,,,,,,10,,,,,,,,11083,113,132,,,,,,,,
4/27/21,SF County Jails,San Francisco County,773,-15,,,,,142,0,,,,,,,,,10,,,,,,179,22,11103,20,132,,,,,,,,
4/28/21,SF County Jails,San Francisco County,775,-2,16467,,,,143,1,,,,,,,,,10,,,,,,,,11136,33,132,,,,,,,,
4/29/21,SF County Jails,San Francisco County,782,13,,,,,143,2,,,,,,,,,10,,,,,,167,30,11170,34,131,,,,,,,,
5/3/21,SF County Jails,San Francisco County,789,13,,,,,144,0,,,,,,,,,10,,,,,,,,11272,102,134,,,,,,,,
5/4/21,SF County Jails,San Francisco County,787,14,16746,,,,144,,,,,,,,,,,,,,,,,,11299,27,,,,,,,,,
5/6/21,SF County Jails,San Francisco County,777,-5,,,,,,,,,,,,,,,,,,,,,179,20,,,,,,,,,,,
5/8/21,SF County Jails,San Francisco County,788,,17074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/21,SF County Jails,San Francisco County,825,36,,,,,,,,,,,,,,,,,,,,,,,11508,209,,,,,,,,,
5/11/21,SF County Jails,San Francisco County,806,19,,,,,147,0,,,,,,,,,7,,,,,,,,,,140,,,,,,,,
5/12/21,SF County Jails,San Francisco County,785,,,,,,,,,,,,,,,,,,,,,,,,11548,40,,,,,,,,,
5/13/21,SF County Jails,San Francisco County,774,-3,,,,,,,,,,,,,,,,,,,,,170,17,,,,,,,,,,,
5/15/21,SF County Jails,San Francisco County,777,-11,17373,299,,38.48 ,147,0,,,,,,,,,7,,,,,,,,,,140,,,,,,,,
5/16/21,SF County Jails,San Francisco County,787,,,,,,,,,,,,,,,,,,,,,,,,11659,111,,,,,,,,,
5/17/21,SF County Jails,San Francisco County,802,-23,,,,,147,0,,,,,,,,,7,,,,,,,,,,140,,,,,,,,
5/18/21,SF County Jails,San Francisco County,794,-12,,,,,147,0,,,,,,,,,7,,,,,,,,11680,21,140,,,,,,,,
5/19/21,SF County Jails,San Francisco County,786,1,,,,,147,0,,,,,,,,,7,,,,,,,,11745,65,140,,,,,,,,
5/20/21,SF County Jails,San Francisco County,784,10,,,,,147,0,,,,,,,,,7,,,,,,156,23,,,140,,,,,,,,
5/21/21,SF County Jails,San Francisco County,794,,,,,,148,1,,,,,,,,,7,,,,,,,,,,140,,,,,,,,
5/22/21,SF County Jails,San Francisco County,779,2,17704,331,,42.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/21,SF County Jails,San Francisco County,818,16,,,,,149,2,,,,,,,,,7,,,,,,,,11878,133,140,,,,,,,,
5/25/21,SF County Jails,San Francisco County,799,5,,,,,149,2,,,,,,,,,7,,,,,,,,11908,30,140,,,,,,,,
5/26/21,SF County Jails,San Francisco County,791,5,,,,,,,,,,,,,,,,,,,,,,,11968,60,,,,,,,,,
5/27/21,SF County Jails,San Francisco County,793,9,,,,,150,1,,,,,,,,,7,,,,,,193,20,,,142,,,,,,,,
5/28/21,SF County Jails,San Francisco County,784,-10,,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
5/31/21,SF County Jails,San Francisco County,807,-11,,,,,150,0,,,,,,,,,7,,,,,,,,12104,136,143,,,,,,,,
6/1/21,SF County Jails,San Francisco County,827,28,,,,,150,0,,,,,,,,,7,,,,,,,,12135,31,143,,,,,,,,
