As of Date,Facility Name,County,"Population (Incarcerated population, current)","Population (Incarcerated population, 7-day diff)","Tests (Incarcerated population, cumulative)","Tests (Incarcerated population, 7-day diff)","Pending Tests (Incarcerated population, current)","Percent of Population Tested (Incarcerated population, 7-day period)","Confirmed Cases (Incarcerated population, cumulative)","Active Cases (Incarcerated population, current)","Hospitalizations (Incarcerated population, cumulative)","Red Patients (Incarcerated population, current)","Dark Red Patients (Incarcerated population, current)","Orange Patients (Incarcerated population, current)",Percent of Orange Patients in Population (Incarcerated population),"Resolved Cases (Incarcerated population, cumulative)","Cases Released while Active (Incarcerated population, cumulative)","Cases Released after Resolved (Incarcerated population, cumulative)","Resolved Cases in Custody (Incarcerated population, current)","Deaths (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, current)","Offered Vaccine (Incarcerated population, current)","
Percent of Population Fully Vaccinated (Incarcerated population)","Quarantined Cases (Incarcerated population, current)","Isolated Cases (Incarcerated population, current)","Bookings (Incarcerated population, cumulative)","Bookings (Incarcerated population, 1-day diff)","Released Cases (Incarcerated population, cumulative)","Test Refusals (Incarcerated population, 7-day diff)","Tests Administered in Custody (Incarcerated population, 7-day diff)","Test Refusals in Custody (Incarcerated population, 7-day diff)","Tests Administered at Intake (Incarcerated population, 7-day diff)","Test Refusals at Intake (Incarcerated population, 7-day diff)","Cases Confirmed in Custody (Incarcerated population, 7-day diff)","Cases Confirmed at Intake (Incarcerated population, 7-day diff)","Confirmed Cases (Incarcerated population, 7-day diff)"
8/25/20,Santa Rita Jail,Alameda County,1916,17,3086,201,52,10.49 ,240,25,2,34,,148,7.72,188,27,19,169,0,,,,,,,,,,,,,,,,,
8/26/20,Santa Rita Jail,Alameda County,1916,20,3106,197,30,10.28 ,241,10,2,20,,146,7.62,204,27,23,181,0,,,,,,,,,,,,,,,,,
8/27/20,Santa Rita Jail,Alameda County,1926,35,3136,196,38,10.18 ,241,8,2,15,,151,7.84,206,27,23,183,0,,,,,,,,,,,,,,,,,
8/28/20,Santa Rita Jail,Alameda County,1911,-1,3173,203,41,10.62 ,241,6,2,12,,153,8.01,208,27,26,182,0,,,,,,,,,,,,,,,,,
8/29/20,Santa Rita Jail,Alameda County,1923,27,3199,181,37,9.41 ,241,6,2,11,,153,7.96,208,27,26,182,0,,,,,,,,,,,,,,,,,
8/30/20,Santa Rita Jail,Alameda County,1909,-10,3229,186,39,9.74 ,243,8,2,13,,156,8.17,208,27,26,182,0,,,,,,,,,,,,,,,,,
8/31/20,Santa Rita Jail,Alameda County,1939,9,3232,190,2,9.80 ,243,3,2,8,,153,7.89,213,27,26,187,0,,,,,,,,,,,,,,,,,
9/1/20,Santa Rita Jail,Alameda County,1923,7,3267,181,26,9.41 ,243,3,2,9,,153,7.96,213,27,27,186,0,,,,,,,,,,,,,,,,,
9/2/20,Santa Rita Jail,Alameda County,1909,-7,3281,175,2,9.17 ,243,3,2,13,,147,7.7,213,27,29,184,0,,,,,,,,,,,,,,,,,
9/3/20,Santa Rita Jail,Alameda County,1920,-6,3300,164,20,8.54 ,243,3,2,11,,148,7.71,213,27,29,184,0,,,,,,,,,,,,,,,,,
9/4/20,Santa Rita Jail,Alameda County,1910,-1,3333,160,41,8.38 ,243,2,2,8,,153,8.01,214,27,34,180,0,,,,,,,,,,,,,,,,,
9/5/20,Santa Rita Jail,Alameda County,1923,0,3363,164,40,8.53 ,244,3,2,8,,154,8.01,214,27,34,180,0,,,,,,,,,,,,,,,,,
9/6/20,Santa Rita Jail,Alameda County,1961,52,3398,169,43,8.62 ,244,3,2,7,,156,7.96,214,27,34,180,0,,,,,,,,,,,,,,,,,
9/7/20,Santa Rita Jail,Alameda County,1977,38,3398,166,0,8.40 ,244,3,2,12,,159,8.04,214,27,34,180,0,,,,,,,,,,,,,,,,,
9/8/20,Santa Rita Jail,Alameda County,1974,51,3446,179,48,9.07 ,244,1,2,10,,159,8.05,216,27,34,182,0,,,,,,,,,,,,,,,,,
9/9/20,Santa Rita Jail,Alameda County,1965,56,3465,184,0,9.36 ,244,1,2,10,,158,8.04,216,27,37,179,0,,,,,,,,,,,,,,,,,
9/10/20,Santa Rita Jail,Alameda County,1956,36,3493,193,28,9.87 ,244,1,2,14,,155,7.92,216,27,37,179,0,,,,,,,,,,,,,,,,,
9/11/20,Santa Rita Jail,Alameda County,1952,42,3516,183,24,9.38 ,244,1,2,12,,158,8.09,216,27,37,179,0,,,,,,,,,,,,,,,,,
9/12/20,Santa Rita Jail,Alameda County,1942,19,3555,192,41,9.89 ,244,1,2,10,,157,8.08,216,27,37,179,0,,,,,,,,,,,,,,,,,
9/13/20,Santa Rita Jail,Alameda County,1981,20,3575,177,24,8.93 ,244,1,2,13,,156,7.87,216,27,37,179,0,,,,,,,,,,,,,,,,,
9/14/20,Santa Rita Jail,Alameda County,1991,14,3577,179,0,8.99 ,244,0,2,7,,157,7.89,216,27,37,179,0,,,,,,,,,,,,,,,,,
9/15/20,Santa Rita Jail,Alameda County,1974,0,3627,181,50,9.17 ,244,0,2,9,,155,7.85,217,27,41,176,0,,,,,,,,,,,,,,,,,
9/16/20,Santa Rita Jail,Alameda County,1949,-16,3653,188,28,9.65 ,244,0,2,5,,155,7.95,217,27,41,176,0,,,,,,,,,,,,,,,,,
9/17/20,Santa Rita Jail,Alameda County,1929,-27,3675,182,35,9.43 ,247,3,2,9,,154,7.98,217,27,47,170,0,,,,,,,,,,,,,,,,,
9/18/20,Santa Rita Jail,Alameda County,1936,-16,3701,185,36,9.56 ,247,3,2,11,,159,8.21,217,27,47,170,0,,,,,,,,,,,,,,,,,
9/19/20,Santa Rita Jail,Alameda County,1922,-20,3716,161,16,8.38 ,248,4,2,14,,152,7.91,217,27,47,170,0,,,,,,,,,,,,,,,,,
9/20/20,Santa Rita Jail,Alameda County,1946,-35,3788,213,73,10.95 ,248,4,2,14,,154,7.91,217,27,47,170,0,,,,,,,,,,,,,,,,,
9/21/20,Santa Rita Jail,Alameda County,1962,-29,3788,211,4,10.75 ,258,14,2,11,,159,8.1,217,27,47,170,0,,,,,,,,,,,,,,,,,
9/22/20,Santa Rita Jail,Alameda County,1965,-9,3857,230,70,11.70 ,261,17,2,32,,153,7.79,217,27,52,165,0,,,,,,,,,,,,,,,,,
9/23/20,Santa Rita Jail,Alameda County,1952,3,3895,242,34,12.40 ,261,17,2,28,,155,7.94,217,27,52,165,0,,,,,,,,,,,,,,,,,
9/24/20,Santa Rita Jail,Alameda County,1936,7,3936,261,38,13.48 ,261,17,2,30,,156,8.06,217,27,52,165,0,,,,,,,,,,,,,,,,,
9/25/20,Santa Rita Jail,Alameda County,1935,-1,3961,260,28,13.44 ,261,16,2,25,,158,8.17,218,27,55,163,0,,,,,,,,,,,,,,,,,
9/26/20,Santa Rita Jail,Alameda County,1956,34,3979,263,21,13.45 ,261,16,2,24,,157,8.03,218,27,55,163,0,,,,,,,,,,,,,,,,,
9/27/20,Santa Rita Jail,Alameda County,1946,0,4042,254,64,13.05 ,261,16,2,22,,161,8.27,218,27,55,163,0,,,,,,,,,,,,,,,,,
9/28/20,Santa Rita Jail,Alameda County,1961,-1,4044,256,1,13.05 ,263,18,2,22,,162,8.26,218,27,55,163,0,,,,,,,,,,,,,,,,,
9/29/20,Santa Rita Jail,Alameda County,1952,-13,4070,213,27,10.91 ,263,18,2,26,,164,8.4,218,27,56,162,0,,,,,,,,,,,,,,,,,
9/30/20,Santa Rita Jail,Alameda County,1947,-5,4102,207,33,10.63 ,263,2,2,13,,163,8.37,218,27,56,162,0,,,,,,,,,,,,,,,,,
10/1/20,Santa Rita Jail,Alameda County,1949,13,4130,194,30,9.95 ,263,2,2,13,,166,8.52,234,27,56,178,0,,,,,,,,,,,,,,,,,
10/2/20,Santa Rita Jail,Alameda County,1964,29,4149,188,22,9.57 ,263,2,2,13,,163,8.3,234,27,57,177,0,,,,,,,,,,,,,,,,,
10/3/20,Santa Rita Jail,Alameda County,1963,7,4171,192,41,9.78 ,263,2,2,17,,167,8.51,234,27,57,177,0,,,,,,,,,,,,,,,,,
10/4/20,Santa Rita Jail,Alameda County,1985,39,4235,193,87,9.72 ,263,2,2,13,,172,8.66,234,27,57,177,0,,,,,,,,,,,,,,,,,
10/5/20,Santa Rita Jail,Alameda County,1949,-12,4234,190,86,9.75 ,263,2,2,16,,173,8.88,234,27,57,177,0,,,,,,,,,,,,,,,,,
10/6/20,Santa Rita Jail,Alameda County,1993,41,4259,189,24,9.48 ,264,1,2,17,,171,8.58,236,27,57,179,0,,,,,,,,,,,,,,,,,
10/7/20,Santa Rita Jail,Alameda County,2002,55,4295,193,33,9.64 ,264,1,2,15,,166,8.29,236,27,57,179,0,,,,,,,,,,,,,,,,,
10/8/20,Santa Rita Jail,Alameda County,2015,66,4311,181,17,8.98 ,264,1,2,10,,163,8.09,236,27,57,179,0,,,,,,,,,,,,,,,,,
10/9/20,Santa Rita Jail,Alameda County,2031,67,4332,183,21,9.01 ,264,1,2,12,,165,8.12,236,27,57,179,0,,,,,,,,,,,,,,,,,
10/10/20,Santa Rita Jail,Alameda County,2030,67,4355,184,15,9.06 ,264,1,2,10,,167,8.23,236,27,57,179,0,,,,,,,,,,,,,,,,,
10/11/20,Santa Rita Jail,Alameda County,2057,72,4382,147,24,7.15 ,264,1,2,10,,170,8.26,236,27,57,179,0,,,,,,,,,,,,,,,,,
10/12/20,Santa Rita Jail,Alameda County,2069,120,4382,148,3,7.15 ,264,0,2,8,,172,8.31,237,27,58,179,0,,,,,,,,,,,,,,,,,
10/13/20,Santa Rita Jail,Alameda County,2078,85,4461,202,81,9.72 ,264,0,2,9,,171,8.23,237,27,58,179,0,,,,,,,,,,,,,,,,,
10/14/20,Santa Rita Jail,Alameda County,2052,50,4474,179,67,8.72 ,264,0,2,10,,167,8.14,237,27,58,179,0,,,,,,,,,,,,,,,,,
10/15/20,Santa Rita Jail,Alameda County,2075,60,4502,191,29,9.20 ,264,0,2,9,,167,8.05,237,27,58,179,0,,,,,,,,,,,,,,,,,
10/16/20,Santa Rita Jail,Alameda County,2078,47,4522,190,21,9.14 ,264,0,2,7,,162,7.8,237,27,59,178,0,,,,,,,,,,,,,,,,,
10/17/20,Santa Rita Jail,Alameda County,2098,68,4561,206,39,9.82 ,264,0,2,4,,167,7.96,237,27,59,178,0,,,,,,,,,,,,,,,,,
10/18/20,Santa Rita Jail,Alameda County,2105,48,4582,200,46,9.50 ,264,0,2,8,,171,8.12,237,27,59,178,0,,,,,,,,,,,,,,,,,
10/19/20,Santa Rita Jail,Alameda County,2123,54,4586,204,4,9.61 ,265,1,2,9,,175,8.24,237,27,59,178,0,,,,,,,,,,,,,,,,,
10/20/20,Santa Rita Jail,Alameda County,2108,30,4637,176,55,8.35 ,265,1,2,13,,177,8.4,237,27,60,177,0,,,,,,,,,,,,,,,,,
10/21/20,Santa Rita Jail,Alameda County,2127,75,4676,202,49,9.50 ,265,1,2,12,,170,7.99,237,27,60,177,0,,,,,,,,,,,,,,,,,
10/22/20,Santa Rita Jail,Alameda County,2123,48,4692,190,52,8.95 ,265,1,2,8,,169,7.96,237,27,60,177,0,,,,,,,,,,,,,,,,,
10/23/20,Santa Rita Jail,Alameda County,2118,40,4702,180,13,8.50 ,265,1,2,9,,169,7.98,237,28,60,177,0,,,,,,,,,,,,,,,,,
10/24/20,Santa Rita Jail,Alameda County,2130,32,4719,158,19,7.42 ,265,1,2,8,,173,8.12,237,28,60,177,0,,,,,,,,,,,,,,,,,
10/25/20,Santa Rita Jail,Alameda County,2141,36,4747,165,27,7.71 ,265,0,2,5,,173,8.08,237,28,60,177,0,,,,,,,,,,,,,,,,,
10/26/20,Santa Rita Jail,Alameda County,2142,19,4746,160,26,7.47 ,265,0,2,8,,178,8.31,237,29,60,177,0,,,,,,,,,,,,,,,,,
10/27/20,Santa Rita Jail,Alameda County,2139,31,4785,148,39,6.92 ,266,0,2,8,,174,8.13,237,29,60,177,0,,,,,,,,,,,,,,,,,
10/28/20,Santa Rita Jail,Alameda County,2135,8,4785,109,50,5.11 ,266,0,2,11,,176,8.24,237,29,61,176,0,,,,,,,,,,,,,,,,,
10/29/20,Santa Rita Jail,Alameda County,2168,45,4857,165,26,7.61 ,267,1,2,8,,181,8.35,237,29,61,176,0,,,,,,,,,,,,,,,,,
10/30/20,Santa Rita Jail,Alameda County,2134,16,4915,213,60,9.98 ,267,0,2,11,,184,8.62,,,,,0,,,,,,,,,,,,,,,,,
10/31/20,Santa Rita Jail,Alameda County,2113,-17,4939,220,28,10.41 ,267,0,2,9,,176,8.33,,,,,0,,,,,,,,,,,,,,,,,
11/1/20,Santa Rita Jail,Alameda County,2130,-11,4960,213,47,10.00 ,268,0,2,8,,174,8.17,,,,,0,,,,,,,,,,,,,,,,,
11/2/20,Santa Rita Jail,Alameda County,2150,8,5042,296,28,13.77 ,268,0,2,15,,174,8.09,,,,,0,,,,,,,,,,,,,,,,,
11/3/20,Santa Rita Jail,Alameda County,2140,1,5082,297,44,13.88 ,268,0,2,19,,174,8.13,237,31,67,170,0,,,,,,,,,,,,,,,,,
11/4/20,Santa Rita Jail,Alameda County,2150,15,5111,326,60,15.16 ,268,0,2,22,,179,8.33,237,31,67,170,0,,,,,,,,,,,,,,,,,
11/5/20,Santa Rita Jail,Alameda County,2147,-21,5168,311,113,14.49 ,268,0,2,14,,177,8.24,237,31,67,170,0,,,,,,,,,,,,,,,,,
11/6/20,Santa Rita Jail,Alameda County,2153,19,5221,306,123,14.21 ,268,0,2,9,,176,8.17,237,31,67,170,0,,,,,,,,,,,,,,,,,
11/7/20,Santa Rita Jail,Alameda County,2133,20,5243,304,85,14.25 ,269,1,2,7,,177,8.3,237,31,67,170,0,,,,,,,,,,,,,,,,,
11/8/20,Santa Rita Jail,Alameda County,2160,30,5234,274,72,12.69 ,269,1,2,7,,177,8.19,237,31,67,170,0,,,,,,,,,,,,,,,,,
11/9/20,Santa Rita Jail,Alameda County,2171,21,5294,252,131,11.61 ,269,1,2,7,,180,8.29,238,31,68,170,0,,,,,,,,,,,,,,,,,
11/10/20,Santa Rita Jail,Alameda County,2148,8,5310,228,78,10.61 ,269,1,2,8,,183,8.52,237,31,68,169,0,,,,,,,,,,,,,,,,,
11/11/20,Santa Rita Jail,Alameda County,2148,-2,5341,230,106,10.71 ,269,1,2,7,,182,8.47,237,31,68,169,0,,,,,,,,,,,,,,,,,
11/12/20,Santa Rita Jail,Alameda County,2139,-8,5357,189,50,8.84 ,269,1,2,10,,185,8.65,237,31,68,169,0,,,,,,,,,,,,,,,,,
11/13/20,Santa Rita Jail,Alameda County,2158,5,5380,159,42,7.37 ,269,1,2,11,,180,8.34,237,31,68,169,0,,,,,,,,,,,,,,,,,
11/14/20,Santa Rita Jail,Alameda County,2142,9,5396,153,19,7.14 ,269,1,2,6,,183,8.54,237,31,68,169,0,,,,,,,,,,,,,,,,,
11/15/20,Santa Rita Jail,Alameda County,2167,7,5393,159,2,7.34 ,269,0,2,7,,185,8.54,238,31,68,170,0,,,,,,,,,,,,,,,,,
11/16/20,Santa Rita Jail,Alameda County,2190,19,5426,132,34,6.03 ,269,0,2,13,,186,8.49,238,31,68,170,0,,,,,,,,,,,,,,,,,
11/17/20,Santa Rita Jail,Alameda County,2153,5,5444,134,51,6.22 ,269,0,2,14,,179,8.31,238,31,68,170,0,,,,,,,,,,,,,,,,,
11/18/20,Santa Rita Jail,Alameda County,2146,-2,5468,127,22,5.92 ,269,0,2,14,,180,8.39,238,31,75,163,0,,,,,,,,,,,,,,,,,
11/19/20,Santa Rita Jail,Alameda County,2150,11,5483,126,16,5.86 ,269,0,2,10,,184,8.56,238,31,75,163,0,,,,,,,,,,,,,,,,,
11/20/20,Santa Rita Jail,Alameda County,2167,9,5527,147,45,6.78 ,270,1,2,14,,184,8.49,238,31,75,163,0,,,,,,,,,,,,,,,,,
11/21/20,Santa Rita Jail,Alameda County,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
11/22/20,Santa Rita Jail,Alameda County,2170,3,5547,154,18,7.10 ,270,1,2,14,,183,8.43,238,31,75,163,0,,,,,,,,,,,,,,,,,
11/23/20,Santa Rita Jail,Alameda County,2174,-16,5582,156,35,7.18 ,270,1,2,14,,183,8.42,238,31,75,163,0,,,,,,,,,,,,,,,,,
11/24/20,Santa Rita Jail,Alameda County,2160,7,5607,163,0,7.55 ,271,2,2,17,,185,8.56,238,31,75,163,0,,,,,,,,,,,,,,,,,
11/25/20,Santa Rita Jail,Alameda County,2174,28,5630,162,23,7.45 ,271,1,2,17,,185,8.51,238,32,78,160,0,,,,,,,,,,,,,,,,,
11/26/20,Santa Rita Jail,Alameda County,2166,16,5655,172,27,7.94 ,271,1,2,8,,185,8.54,238,32,78,160,0,,,,,,,,,,,,,,,,,
11/27/20,Santa Rita Jail,Alameda County,2172,5,5654,127,26,5.85 ,271,1,2,11,,187,8.61,238,32,78,160,0,,,,,,,,,,,,,,,,,
11/28/20,Santa Rita Jail,Alameda County,2150,,5694,,6,,271,1,2,13,,187,8.7,238,32,78,160,0,,,,,,,,,,,,,,,,,
11/29/20,Santa Rita Jail,Alameda County,2210,40,5694,147,31,6.65 ,273,2,2,8,,187,8.46,239,32,78,161,0,,,,,,,,,,,,,,,,,
11/30/20,Santa Rita Jail,Alameda County,2224,50,5714,132,23,5.94 ,273,2,2,10,,192,8.63,239,32,78,161,0,,,,,,,,,,,,,,,,,
12/1/20,Santa Rita Jail,Alameda County,2206,46,5742,135,51,6.12 ,273,2,2,14,,187,8.48,239,32,82,157,0,,,,,,,,,,,,,,,,,
12/2/20,Santa Rita Jail,Alameda County,2197,23,5779,149,43,6.78 ,274,3,2,12,,186,8.47,239,32,82,157,0,,,,,,,,,,,,,,,,,
12/3/20,Santa Rita Jail,Alameda County,2171,5,5798,143,59,6.59 ,275,3,2,14,,189,8.71,239,33,82,157,0,,,,,,,,,,,,,,,,,
12/4/20,Santa Rita Jail,Alameda County,2168,-4,5819,165,80,7.61 ,275,3,2,19,,190,8.76,239,33,82,157,0,,,,,,,,,,,,,,,,,
12/5/20,Santa Rita Jail,Alameda County,2185,35,5840,146,101,6.68 ,275,2,2,19,,190,8.7,240,33,83,157,0,,,,,,,,,,,,,,,,,
12/6/20,Santa Rita Jail,Alameda County,2222,12,5840,146,44,6.57 ,276,3,2,17,,189,8.51,240,33,83,157,0,,,,,,,,,,,,,,,,,
12/7/20,Santa Rita Jail,Alameda County,2208,-16,5888,174,90,7.88 ,276,3,2,20,,190,8.61,240,33,83,157,0,,,,,,,,,,,,,,,,,
12/8/20,Santa Rita Jail,Alameda County,2195,-11,5915,173,95,7.88 ,276,2,2,16,,188,8.56,241,33,83,158,0,,,,,,,,,,,,,,,,,
12/9/20,Santa Rita Jail,Alameda County,2178,-19,5933,154,74,7.07 ,276,2,2,18,,190,8.72,241,33,83,158,0,,,,,,,,,,,,,,,,,
12/10/20,Santa Rita Jail,Alameda County,2190,19,5952,154,23,7.03 ,277,2,2,12,,191,8.72,242,33,83,159,0,,,,,,,,,,,,,,,,,
12/11/20,Santa Rita Jail,Alameda County,2157,-11,5991,172,40,7.97 ,278,3,2,13,,192,8.9,242,33,83,159,0,,,,,,,,,,,,,,,,,
12/12/20,Santa Rita Jail,Alameda County,2183,-2,6027,187,43,8.57 ,278,3,2,19,,183,8.38,242,33,83,159,0,,,,,,,,,,,,,,,,,
12/13/20,Santa Rita Jail,Alameda County,2218,-4,6025,185,3,8.34 ,278,3,2,19,,183,8.25,242,33,83,159,0,,,,,,,,,,,,,,,,,
12/14/20,Santa Rita Jail,Alameda County,2216,8,6073,185,51,8.35 ,278,2,2,22,,184,8.3,243,33,85,158,0,,,,,,,,,,,,,,,,,
12/15/20,Santa Rita Jail,Alameda County,2187,-8,6098,183,76,8.37 ,278,1,2,21,,187,8.55,243,34,85,158,0,,,,,,,,,,,,,,,,,
12/16/20,Santa Rita Jail,Alameda County,2171,-7,6123,190,28,8.75 ,280,2,2,11,,185,8.52,243,35,85,158,0,,,,,,,,,,,,,,,,,
12/17/20,Santa Rita Jail,Alameda County,2168,-22,6142,190,24,8.76 ,281,3,2,19,,185,8.53,243,35,87,156,0,,,,,,,,,,,,,,,,,
12/18/20,Santa Rita Jail,Alameda County,2178,21,6172,181,33,8.31 ,281,3,2,19,,183,8.4,243,35,87,156,0,,,,,,,,,,,,,,,,,
12/19/20,Santa Rita Jail,Alameda County,2173,-10,6189,162,17,7.46 ,284,6,2,18,,184,8.47,243,35,87,156,0,,,,,,,,,,,,,,,,,
12/20/20,Santa Rita Jail,Alameda County,2186,-32,6189,164,17,7.50 ,284,5,2,21,,187,8.55,243,36,87,156,0,,,,,,,,,,,,,,,,,
12/21/20,Santa Rita Jail,Alameda County,2190,-26,6278,205,90,9.36 ,284,5,2,25,,187,8.54,243,36,87,156,0,,,,,,,,,,,,,,,,,
12/22/20,Santa Rita Jail,Alameda County,2186,-1,6357,259,167,11.85 ,284,5,2,36,,187,8.55,243,36,90,153,0,,,,,,,,,,,,,,,,,
12/23/20,Santa Rita Jail,Alameda County,2186,15,6379,256,22,11.71 ,337,56,2,71,,184,8.42,243,38,90,153,0,,,,,,,,,,,,,,,,,
12/24/20,Santa Rita Jail,Alameda County,2133,-35,6402,260,28,12.19 ,337,53,2,67,,186,8.72,245,39,90,155,0,,,,,,,,,,,,,,,,,
12/25/20,Santa Rita Jail,Alameda County,2120,-58,6414,242,14,11.42 ,339,55,2,65,,185,8.73,245,39,90,155,0,,,,,,,,,,,,,,,,,
12/26/20,Santa Rita Jail,Alameda County,2130,-43,6414,225,14,10.56 ,339,55,2,67,,183,8.59,245,39,90,155,0,,,,,,,,,,,,,,,,,
12/27/20,Santa Rita Jail,Alameda County,2140,-46,6414,225,14,10.51 ,339,50,2,64,,181,8.46,245,44,91,154,0,,,,,,,,,,,,,,,,,
12/28/20,Santa Rita Jail,Alameda County,2140,-50,6534,256,134,11.96 ,339,50,2,77,,183,8.55,245,44,91,154,0,,,,,,,,,,,,,,,,,
12/29/20,Santa Rita Jail,Alameda County,2157,-29,6606,249,189,11.54 ,341,50,2,81,,178,8.25,247,44,92,155,0,,,,,,,,,,,,,,,,,
12/30/20,Santa Rita Jail,Alameda County,2163,-23,6634,255,64,11.79 ,401,109,2,140,,178,8.23,247,45,92,155,0,,,,,,,,,,,,,,,,,
12/31/20,Santa Rita Jail,Alameda County,2151,18,6682,280,44,13.02 ,412,87,2,18,87,179,8.32,92,45,92,,0,,,,,,,,,,,,,,,,,
1/1/21,Santa Rita Jail,Alameda County,2138,18,6712,298,49,13.94 ,414,88,2,16,88,172,8.04,280,46,92,188,0,,,,,,,,,,,,,,,,,
1/2/21,Santa Rita Jail,Alameda County,2148,18,6712,298,50,13.87 ,414,87,2,18,87,174,8.1,280,47,92,188,0,,,,,,,,,,,,,,,,,
1/3/21,Santa Rita Jail,Alameda County,2150,10,6712,298,17,13.86 ,414,87,2,16,87,173,8.05,280,47,92,188,0,,,,,,,,,,,,,,,,,
1/4/21,Santa Rita Jail,Alameda County,2158,18,6797,263,102,12.19 ,414,80,2,16,80,174,8.06,287,47,92,195,0,,,,,,,,,,,,,,,,,
1/5/21,Santa Rita Jail,Alameda County,2144,-13,6829,223,130,10.40 ,414,77,2,19,77,178,8.3,289,48,92,197,0,,,,,,,,,,,,,,,,,
1/6/21,Santa Rita Jail,Alameda County,2124,-39,6846,212,36,9.98 ,420,76,2,13,76,180,8.47,292,52,93,199,0,,,,,,,,,,,,,,,,,
1/7/21,Santa Rita Jail,Alameda County,2135,-16,6863,181,36,8.48 ,420,76,2,17,76,176,8.24,292,52,93,199,0,,,,,,,,,,,,,,,,,
1/8/21,Santa Rita Jail,Alameda County,2127,-11,6887,175,26,8.23 ,422,25,2,14,25,175,8.23,344,53,96,248,0,,,,,,,,,,,,,,,,,
1/9/21,Santa Rita Jail,Alameda County,2116,-32,6910,198,27,9.36 ,423,12,2,21,12,172,8.13,357,54,96,261,0,,,,,,,,,,,,,,,,,
1/10/21,Santa Rita Jail,Alameda County,2132,-18,6909,197,2,9.24 ,423,12,2,20,12,174,8.16,357,54,96,261,0,,,,,,,,,,,,,,,,,
1/11/21,Santa Rita Jail,Alameda County,2126,-32,7025,228,115,10.72 ,424,8,2,22,8,173,8.14,361,55,95,266,0,,,,,,,,,,,,,,,,,
1/12/21,Santa Rita Jail,Alameda County,2115,-29,7045,216,135,10.21 ,424,7,2,22,7,176,8.32,361,56,95,266,0,,,,,,,,,,,,,,,,,
1/13/21,Santa Rita Jail,Alameda County,2094,-30,7065,219,137,10.46 ,425,7,2,28,7,173,8.26,361,57,100,261,0,,,,,,,,,,,,,,,,,
1/14/21,Santa Rita Jail,Alameda County,2106,-29,7092,229,58,10.87 ,432,10,2,19,10,177,8.4,364,58,100,264,0,,,,,,,,,,,,,,,,,
1/15/21,Santa Rita Jail,Alameda County,2084,-43,7091,204,28,9.79 ,432,10,2,18,10,180,8.64,364,58,100,264,0,,,,,,,,,,,,,,,,,
1/16/21,Santa Rita Jail,Alameda County,2082,-34,7147,237,41,11.38 ,436,11,2,13,11,176,8.45,365,60,102,263,0,,,,,,,,,,,,,,,,,
1/17/21,Santa Rita Jail,Alameda County,2109,-23,7267,358,159,16.97 ,438,12,2,13,12,181,8.58,365,61,102,263,0,,,,,,,,,,,,,,,,,
1/18/21,Santa Rita Jail,Alameda County,2122,-4,7377,352,236,16.59 ,439,13,2,18,13,182,8.58,365,61,102,263,0,,,,,,,,,,,,,,,,,
1/19/21,Santa Rita Jail,Alameda County,2133,18,7446,401,305,18.80 ,439,11,2,24,11,187,8.77,367,61,102,265,0,,,,,,,,,,,,,,,,,
1/20/21,Santa Rita Jail,Alameda County,2136,42,7465,400,139,18.73 ,484,55,2,13,55,183,8.57,368,61,105,263,0,,,,,,,,,,,,,,,,,
1/21/21,Santa Rita Jail,Alameda County,2134,28,7482,390,155,18.28 ,485,54,2,15,54,179,8.39,370,61,105,265,0,,,,,,,,,,,,,,,,,
1/22/21,Santa Rita Jail,Alameda County,2135,51,7572,481,169,22.53 ,487,56,2,14,56,183,8.57,370,61,105,265,0,,,,,,,,,,,,,,,,,
1/23/21,Santa Rita Jail,Alameda County,2149,67,7686,539,131,25.08 ,500,68,2,11,68,187,8.7,371,61,105,266,0,,,,,,,,,,,,,,,,,
1/24/21,Santa Rita Jail,Alameda County,2159,50,7791,524,126,24.27 ,503,70,2,7,70,184,8.52,371,62,105,266,0,,,,,,,,,,,,,,,,,
1/25/21,Santa Rita Jail,Alameda County,2161,39,7791,414,126,19.16 ,503,69,2,9,69,185,8.56,371,62,105,266,0,,,,,,,,,,,,,,,,,
1/26/21,Santa Rita Jail,Alameda County,2161,28,7860,414,89,19.16 ,517,76,2,7,76,187,8.65,378,63,109,269,0,,,,,,,,,,,,,,,,,
1/27/21,Santa Rita Jail,Alameda County,2139,3,7898,433,124,20.24 ,518,66,2,9,66,185,8.65,389,63,109,280,0,,,,,,,,,,,,,,,,,
1/28/21,Santa Rita Jail,Alameda County,2150,16,7976,494,201,22.98 ,518,43,2,11,43,186,8.65,412,63,109,303,0,,,,,,,,,,,,,,,,,
1/29/21,Santa Rita Jail,Alameda County,2158,23,8005,433,168,20.06 ,520,35,2,11,35,188,8.71,421,64,109,312,0,,,,,,,,,,,,,,,,,
1/30/21,Santa Rita Jail,Alameda County,2146,-3,8005,319,145,14.86 ,520,35,2,11,35,179,8.34,421,64,109,312,0,,,,,,,,,,,,,,,,,
1/31/21,Santa Rita Jail,Alameda County,2150,-9,8006,215,127,10.00 ,520,35,2,8,35,179,8.33,421,64,109,312,0,,,,,,,,,,,,,,,,,
